filename,sample,co2,ppm,Land_Management,Treatment,date,Rep,sample_day,mass_CO2,mass_C,C_rate,C_rate_mg,cum_C,mg_cum_C
141023,13CelNTHRep1_UNK-0007_10232014_15.qgd,TIC,4385.156496996523,NTH,13C,2014-10-23,1,3,0.001920114014399382,5.240283896148824e-4,7.278172077984478e-6,0.007278172077984478,6.486327956122287e-4,0.6486327956122286
141023,13XylNTHRep1_UNK-0008_10232014_16.qgd,TIC,5278.849193803351,NTH,13X,2014-10-23,1,3,0.0023114322884177627,6.30825112842212e-4,8.761459900586279e-6,0.008761459900586278,0.004687334470889122,4.687334470889122
141023,H2ONTHRep1_UNK-0009_10232014_17.qgd,TIC,705.2639898830225,NTH,H2O,2014-10-23,1,3,3.088116174994266e-4,8.427939872269058e-5,1.1705472044818135e-6,0.0011705472044818135,2.220004619328157e-4,0.2220004619328157
141023,12ConPTHRep2_UNK-0010_10232014_18.qgd,TIC,4699.494151122352,PTH,12C,2014-10-23,2,3,0.0020617402002409426,5.626803350396264e-4,7.815004653328145e-6,0.007815004653328145,0.0033946291283206945,3.3946291283206946
141023,13CelPTHRep2_UNK-0011_10232014_19.qgd,TIC,4119.269680682896,PTH,13C,2014-10-23,2,3,0.0018071868212176194,4.932088368471899e-4,6.850122733988749e-6,0.006850122733988749,7.097109390592141e-4,0.7097109390592141
141023,13XylPTHRep2_UNK-0012_10232014_20.qgd,TIC,5420.170723996206,PTH,13X,2014-10-23,2,3,0.00237791207191165,6.489684593440315e-4,9.013450824222661e-6,0.009013450824222662,0.0036132150510462726,3.6132150510462724
141023,H2OPTHRep2_UNK-0013_10232014_21.qgd,TIC,528.5330382548213,PTH,H2O,2014-10-23,2,3,2.3187555449243478e-4,6.328237411971448e-5,8.789218627738122e-7,8.789218627738122e-4,2.7014900236457e-4,0.27014900236456996
141023,12ConNTHRep2_UNK-0014_10232014_22.qgd,TIC,4102.355358836548,NTH,12C,2014-10-23,2,3,0.0017943589118405386,4.897079047970167e-4,6.801498677736344e-6,0.006801498677736344,0.0033821526008508576,3.3821526008508576
141023,13CelNTHRep2_UNK-0015_10232014_23.qgd,TIC,4446.8858678469805,NTH,13C,2014-10-23,2,3,0.0019450556056099335,5.308353301290823e-4,7.372712918459476e-6,0.007372712918459476,6.998120262454526e-4,0.6998120262454526
141023,13XylNTHRep2_UNK-0016_10232014_24.qgd,TIC,5457.3980398356,NTH,13X,2014-10-23,2,3,0.002387050840719297,6.514625686861959e-4,9.048091231752722e-6,0.009048091231752722,0.004768651939679915,4.768651939679915
141023,H2ONTHRep2_UNK-0017_10232014_25.qgd,TIC,472.73158393929816,NTH,H2O,2014-10-23,2,3,2.0677149012038348e-4,5.643109220258864e-5,7.837651694803978e-7,7.837651694803978e-4,2.35796328393264e-4,0.235796328393264
141023,12ConPTHRep3_UNK-0018_10232014_26.qgd,TIC,5261.065444198546,PTH,12C,2014-10-23,3,3,0.0023042153469415155,6.288554994799943e-4,8.734104159444365e-6,0.008734104159444365,0.003949920836416564,3.9499208364165637
141023,13CelPTHRep3_UNK-0019_10232014_27.qgd,TIC,4720.913689535251,PTH,13C,2014-10-23,3,3,0.0020676423607329866,5.642911246254011e-4,7.837376730908349e-6,0.007837376730908348,6.891720226799101e-4,0.6891720226799101
141023,13XylPTHRep3_UNK-0020_10232014_28.qgd,TIC,6141.400569079988,PTH,13X,2014-10-23,3,3,0.0026897801582365984,7.340820150097655e-4,1.0195583541802298e-5,0.010195583541802299,0.0040961448465157415,4.096144846515742
141023,H2OPTHRep3_UNK-0021_10232014_29.qgd,TIC,0.23711666139740753,PTH,H2O,2014-10-23,3,3,1.0385117919601802e-7,2.8342570173219094e-8,3.936468079613763e-10,3.936468079613763e-7,1.2666726150465288e-4,0.12666726150465288
141023,12ConNTHRep3_UNK-0022_10232014_30.qgd,TIC,3764.5431552323744,NTH,12C,2014-10-23,3,3,0.0016474844416765422,4.496236225625301e-4,6.244772535590695e-6,0.006244772535590695,0.004361951072893326,4.361951072893326
141023,13CelNTHRep3_UNK-0023_10232014_31.qgd,TIC,3193.01296237749,NTH,13C,2014-10-23,3,3,0.0013973645567794612,3.813620925125678e-4,5.296695729341219e-6,0.005296695729341219,5.064136532727181e-4,0.506413653272718
141023,13XylNTHRep3_UNK-0024_10232014_32.qgd,TIC,4156.101802086627,NTH,13X,2014-10-23,3,3,0.0018188430241381853,4.963899923409167e-4,6.894305449179398e-6,0.006894305449179398,0.004412124887908071,4.412124887908071
141023,H2ONTHRep3_UNK-0025_10232014_33.qgd,TIC,802.7979766044895,NTH,H2O,2014-10-23,3,3,3.5133006097353797e-4,9.588333020570699e-5,1.3317129195237082e-6,0.0013317129195237083,2.2230031715990138e-4,0.22230031715990137
141023,12ConPTHRep4_UNK-0026_10232014_34.qgd,TIC,5061.7293708504585,PTH,12C,2014-10-23,4,3,0.0022169111222973964,6.05028845487708e-4,8.4031784095515e-6,0.0084031784095515,0.003792529265939272,3.792529265939272
141023,13CelPTHRep4_UNK-0027_10232014_35.qgd,TIC,4304.141637685741,PTH,13C,2014-10-23,4,3,0.0018851066047661186,5.144743337842729e-4,7.145476858114902e-6,0.007145476858114902,6.524290727059872e-4,0.6524290727059873
141023,13XylPTHRep4_UNK-0028_10232014_36.qgd,TIC,5327.220992728423,PTH,13X,2014-10-23,4,3,0.0023331898259372047,6.367630765583223e-4,8.843931618865588e-6,0.008843931618865588,0.0038903522319756597,3.8903522319756596
141023,H2OPTHRep4_UNK-0029_10232014_37.qgd,TIC,1600.063231109706,PTH,H2O,2014-10-23,4,3,7.007877572147295e-4,1.9125566352888243e-4,2.656328660123367e-6,0.002656328660123367,3.242894793760938e-4,0.3242894793760938
141023,12ConNTHRep4_UNK-0030_10232014_38.qgd,TIC,5442.538729054695,NTH,12C,2014-10-23,4,3,0.0023790773425258222,6.492864794609782e-4,9.017867770291364e-6,0.009017867770291364,0.00411192050743692,4.1119205074369205
141023,13CelNTHRep4_UNK-0031_10232014_39.qgd,TIC,4810.622826430604,NTH,13C,2014-10-23,4,3,0.002102850221111135,5.73899886520469e-4,7.970831757228737e-6,0.007970831757228737,7.102541166685472e-4,0.7102541166685472
141023,13XylNTHRep4_UNK-0032_10232014_40.qgd,TIC,6152.7031299399305,NTH,13X,2014-10-23,4,3,0.002689508948018125,7.340079976061281e-4,1.0194555522307335e-5,0.010194555522307336,0.0044611704749077585,4.4611704749077585
141023,H2ONTHRep4_UNK-0033_10232014_41.qgd,TIC,711.1128675308252,NTH,H2O,2014-10-23,4,3,3.1084620529930467e-4,8.483466875369116e-5,1.1782592882457106e-6,0.0011782592882457106,2.1654568337750916e-4,0.21654568337750915
141024_44,12ConPTHRep1_UNK-0002_10242014_10.qgd,44,2065.7402013813767,PTH,12C,2014-10-24,1,4,9.057497332154586e-4,2.471929117393972e-4,2.5749261639520543e-6,0.002574926163952054,0.00268989631451266,2.68989631451266
141024_44,13CelPTHRep1_UNK-0003_10242014_11.qgd,44,5810.019139552302,PTH,13C,2014-10-24,1,4,0.002547475854953678,6.952450009963333e-4,7.242135427045138e-6,0.007242135427045138,0.0012555173887110465,1.2555173887110465
141024_44,13XylPTHRep1_UNK-0004_10242014_12.qgd,44,5921.361404676708,PTH,13X,2014-10-24,1,4,0.0025962952693527382,7.085685635127412e-4,7.380922536591054e-6,0.007380922536591054,0.0034097500804936964,3.4097500804936964
141024_44,H2OPTHRep1_UNK-0005_10242014_13.qgd,44,923.608221685945,PTH,H2O,2014-10-24,1,4,4.049676236286809e-4,1.1052183884126531e-4,1.1512691545965136e-6,0.0011512691545965137,2.4982979618518443e-4,0.24982979618518442
141024_44,12ConNTHRep1_UNK-0006_10242014_14.qgd,44,7322.126986768744,NTH,12C,2014-10-24,1,4,0.0032061155975017267,8.749978287115028e-4,9.11456071574482e-6,0.00911456071574482,0.00512111750093324,5.12111750093324
141024_44,13CelNTHRep1_UNK-0007_10242014_15.qgd,44,6032.870100690689,NTH,13C,2014-10-24,1,4,0.0026415929363800736,7.209309874769611e-4,7.509697786218345e-6,0.007509697786218345,0.0012801606032109927,1.2801606032109927
141024_44,13XylNTHRep1_UNK-0008_10242014_16.qgd,44,5490.388616127153,NTH,13X,2014-10-24,1,4,0.0024040583576766554,6.561041793695594e-4,6.8344185350995765e-6,0.006834418535099577,0.0038231669365166843,3.8231669365166843
141024_44,H2ONTHRep1_UNK-0009_10242014_17.qgd,44,710.3270366980112,NTH,H2O,2014-10-24,1,4,3.1102855711188476e-4,8.488443534357755e-5,8.842128681622661e-7,8.842128681622661e-4,2.2730251956312004e-4,0.22730251956312003
141024_44,12ConPTHRep2_UNK-0010_10242014_18.qgd,44,6778.314055088625,PTH,12C,2014-10-24,2,4,0.0029737503926665853,8.115818215477928e-4,8.453977307789509e-6,0.008453977307789509,0.004108681371192588,4.1086813711925885
141024_44,13CelPTHRep2_UNK-0011_10242014_19.qgd,44,5852.126154614297,PTH,13C,2014-10-24,2,4,0.002567417547901021,7.006873930433801e-4,7.298827010868543e-6,0.007298827010868543,0.0013272049601554903,1.3272049601554903
141024_44,13XylPTHRep2_UNK-0012_10242014_20.qgd,44,5112.507281351419,PTH,13X,2014-10-24,2,4,0.002242935398370352,6.121312672080504e-4,6.3763673667505254e-6,0.006376367366750526,0.003060260329256306,3.0602603292563058
141024_44,H2OPTHRep2_UNK-0013_10242014_21.qgd,44,661.646001497878,PTH,H2O,2014-10-24,2,4,2.9027425415372935e-4,7.9220269635093e-5,8.252111420322187e-7,8.252111420322187e-4,2.660580638851541e-4,0.26605806388515413
141024_44,12ConNTHRep2_UNK-0014_10242014_22.qgd,44,6113.589082133644,NTH,12C,2014-10-24,2,4,0.0026740669915949634,7.297936522619201e-4,7.6020172110616675e-6,0.007602017211061667,0.00397529155587725,3.9752915558772504
141024_44,13CelNTHRep2_UNK-0015_10242014_23.qgd,44,5646.667221436299,NTH,13C,2014-10-24,2,4,0.002469836658386321,6.740560805243831e-4,7.021417505462324e-6,0.007021417505462324,0.001270747148478578,1.270747148478578
141024_44,13XylNTHRep2_UNK-0016_10242014_24.qgd,44,5612.216027294666,NTH,13X,2014-10-24,2,4,0.002454767801150823,6.699435596369583e-4,6.978578746218315e-6,0.0069785787462183155,0.004040302654034831,4.04030265403483
141024_44,H2ONTHRep2_UNK-0017_10242014_25.qgd,44,578.8466339352584,NTH,H2O,2014-10-24,2,4,2.5318592012106886e-4,6.909829780900153e-5,7.197739355104326e-7,7.197739355104326e-4,2.2931860241273802e-4,0.22931860241273802
141024_44,12ConPTHRep3_UNK-0018_10242014_26.qgd,44,7658.067737372056,PTH,12C,2014-10-24,3,4,0.003354042521525503,9.15369341650598e-4,9.535097308860396e-6,0.009535097308860397,0.00481042117307127,4.81042117307127
141024_44,13CelPTHRep3_UNK-0019_10242014_27.qgd,44,6142.7144878089375,PTH,13C,2014-10-24,3,4,0.0026903556218441115,7.342390678020819e-4,7.648323622938354e-6,0.007648323622938354,0.00133790077101764,1.33790077101764
141024_44,13XylPTHRep3_UNK-0020_10242014_28.qgd,44,6161.687609220272,PTH,13X,2014-10-24,3,4,0.00269866537544803,7.365069262555394e-4,7.671947148495203e-6,0.007671947148495203,0.0035917590370053163,3.5917590370053163
141024_44,H2OPTHRep3_UNK-0021_10242014_29.qgd,44,547.6408421403013,PTH,H2O,2014-10-24,3,4,2.398530195938076e-4,6.545954597457904e-5,6.818702705685316e-7,6.818702705685317e-4,1.0929874748872404e-4,0.10929874748872405
141024_44,12ConNTHRep3_UNK-0022_10242014_30.qgd,44,6498.710160605809,NTH,12C,2014-10-24,3,4,0.0028440433378170292,7.761827886962131e-4,8.08523738225222e-6,0.00808523738225222,0.004862075678716847,4.862075678716847
141024_44,13CelNTHRep3_UNK-0023_10242014_31.qgd,44,4682.949155363236,NTH,13C,2014-10-24,3,4,0.0020494082698719936,5.593147632227338e-4,5.8261954502368105e-6,0.005826195450236811,9.666717762292225e-4,0.9666717762292225
141024_44,13XylNTHRep3_UNK-0024_10242014_32.qgd,44,5348.672713655655,NTH,13X,2014-10-24,3,4,0.0023407501829590827,6.388264132588398e-4,6.654441804779581e-6,0.006654441804779581,0.0036425741632536645,3.6425741632536646
141024_44,H2ONTHRep3_UNK-0025_10242014_33.qgd,44,1217.2755263376882,NTH,H2O,2014-10-24,3,4,5.327186880797427e-4,1.4538705209101997e-4,1.514448459281458e-6,0.001514448459281458,2.873488895027809e-4,0.28734888950278087
141024_44,12ConPTHRep4_UNK-0026_10242014_34.qgd,44,7244.237330448532,PTH,12C,2014-10-24,4,4,0.003172795132611963,8.659041658214563e-4,9.01983506064017e-6,0.00901983506064017,0.004584726720211901,4.5847267202119015
141024_44,13CelPTHRep4_UNK-0027_10242014_35.qgd,44,5514.7707414496135,PTH,13C,2014-10-24,4,4,0.002415331934584596,6.591809103907198e-4,6.8664678165699985e-6,0.0068664678165699985,0.0012147619938444145,1.2147619938444145
141024_44,13XylPTHRep4_UNK-0028_10242014_36.qgd,44,4981.526171257386,PTH,13X,2014-10-24,4,4,0.0021817841227691997,5.954421517514397e-4,6.202522414077497e-6,0.006202522414077497,0.003238108620317038,3.238108620317038
141024_44,H2OPTHRep4_UNK-0029_10242014_37.qgd,44,2331.9464092535577,PTH,H2O,2014-10-24,4,4,0.0010213343212395185,2.787377080756159e-4,2.9035177924543324e-6,0.002903517792454332,5.217318655323407e-4,0.5217318655323406
141024_44,12ConNTHRep4_UNK-0030_10242014_38.qgd,44,5925.355746026463,NTH,12C,2014-10-24,4,4,0.0025901294053308852,7.068858052131166e-4,7.363393804303298e-6,0.007363393804303299,0.0046963040838303724,4.6963040838303725
141024_44,13CelNTHRep4_UNK-0031_10242014_39.qgd,44,6280.519264375468,NTH,13C,2014-10-24,4,4,0.0027453807542804276,7.492562653865535e-4,7.804752764443265e-6,0.007804752764443265,0.0013858534550285236,1.3858534550285235
141024_44,13XylNTHRep4_UNK-0032_10242014_40.qgd,44,5679.786968461347,NTH,13X,2014-10-24,4,4,0.002482784810497216,6.775898286498991e-4,7.0582273817697816e-6,0.007058227381769782,0.0037110943011084085,3.7110943011084085
141024_44,H2ONTHRep4_UNK-0033_10242014_41.qgd,44,868.3531663476741,NTH,H2O,2014-10-24,4,4,3.7958009050807924e-4,1.0359319398074391e-4,1.0790957706327492e-6,0.0010790957706327492,2.3927588599488044e-4,0.23927588599488045
141024_45,12ConPTHRep1_UNK-0002_10242014_10.qgd,45,20.50300710770913,PTH,12C,2014-10-24,1,4,8.989800946655292e-6,2.453453741655913e-6,2.5556809808915764e-8,2.5556809808915764e-5,2.7407589899606115e-5,0.027407589899606115
141024_45,13CelPTHRep1_UNK-0003_10242014_11.qgd,45,430.7681793329688,PTH,13C,2014-10-24,1,4,1.8887571788922772e-4,5.154706311219073e-5,5.369485740853202e-7,5.369485740853202e-4,7.374566865253009e-5,0.0737456686525301
141024_45,13XylPTHRep1_UNK-0004_10242014_12.qgd,45,2134.0896664844176,PTH,13X,2014-10-24,1,4,9.35718414534194e-4,2.553718217898251e-4,2.6601231436440114e-6,0.0026601231436440115,0.0012827211664426029,1.2827211664426028
141024_45,H2OPTHRep1_UNK-0005_10242014_13.qgd,45,15.10388190267906,PTH,H2O,2014-10-24,1,4,6.6224866973694e-6,1.8073775896865225e-6,1.882684989256794e-8,1.8826849892567942e-5,4.07589421663066e-6,0.00407589421663066
141024_45,12ConNTHRep1_UNK-0006_10242014_14.qgd,45,69.30016402405687,NTH,12C,2014-10-24,1,4,3.034423428990634e-5,8.2814041821419e-6,8.626462689731146e-8,8.626462689731146e-5,5.310639292657787e-5,0.053106392926577865
141024_45,13CelNTHRep1_UNK-0007_10242014_15.qgd,45,540.390924002187,NTH,13C,2014-10-24,1,4,2.3661919184446689e-4,6.457698507711638e-5,6.72676927886629e-7,6.72676927886629e-4,8.931625598630341e-5,0.08931625598630341
141024_45,13XylNTHRep1_UNK-0008_10242014_16.qgd,45,1770.092946965555,NTH,13X,2014-10-24,1,4,7.750647614482981e-4,2.1152699045115902e-4,2.2034061505329066e-6,0.0022034061505329067,0.0013909962910001437,1.3909962910001437
141024_45,H2ONTHRep1_UNK-0009_10242014_17.qgd,45,12.233460907599781,NTH,H2O,2014-10-24,1,4,5.356625185299048e-6,1.4619046830408288e-6,1.52281737816753e-8,1.5228173781675301e-5,4.736464283309057e-6,0.004736464283309058
141024_45,12ConPTHRep2_UNK-0010_10242014_18.qgd,45,68.61673045379989,PTH,12C,2014-10-24,2,4,3.010321260893787e-5,8.215625690660141e-6,8.557943427770981e-8,8.557943427770981e-5,4.4473467537961524e-5,0.044473467537961525
141024_45,13CelPTHRep2_UNK-0011_10242014_19.qgd,45,289.09240021869874,PTH,13C,2014-10-24,2,4,1.268292722468199e-4,3.461364210308007e-5,3.6055877190708407e-7,3.6055877190708407e-4,5.207905241699505e-5,0.05207905241699505
141024_45,13XylPTHRep2_UNK-0012_10242014_20.qgd,45,2122.949699289229,PTH,13X,2014-10-24,2,4,9.313706108281247e-4,2.54185239869498e-4,2.6477629153072707e-6,0.0026477629153072706,0.0011329281862423573,1.1329281862423572
141024_45,H2OPTHRep2_UNK-0013_10242014_21.qgd,45,6.15090213231274,PTH,H2O,2014-10-24,2,4,2.6984951541876585e-6,7.364604702782996e-7,7.67146323206562e-9,7.67146323206562e-6,3.499504044200248e-6,0.0034995040442002477
141024_45,12ConNTHRep2_UNK-0014_10242014_22.qgd,45,58.63860032804811,NTH,12C,2014-10-24,2,4,2.564836194647197e-5,6.9998290238371915e-6,7.291488566497074e-8,7.291488566497074e-5,8.935948281463764e-5,0.08935948281463764
141024_45,13CelNTHRep2_UNK-0015_10242014_23.qgd,45,667.9196282121378,NTH,13C,2014-10-24,2,4,2.9214620198469765e-4,7.973115273888214e-5,8.305328410300223e-7,8.305328410300222e-4,1.1094675600689953e-4,0.11094675600689953
141024_45,13XylNTHRep2_UNK-0016_10242014_24.qgd,45,1901.9272826681247,NTH,13X,2014-10-24,2,4,8.318977442987978e-4,2.2703757797711563e-4,2.3649747705949546e-6,0.0023649747705949548,0.0013369426667014927,1.3369426667014928
141024_45,H2ONTHRep2_UNK-0017_10242014_25.qgd,45,12.575177692728268,NTH,H2O,2014-10-24,2,4,5.5003480164928235e-6,1.5011288349487685e-6,1.5636758697383006e-8,1.5636758697383006e-5,3.7152236012989543e-6,0.0037152236012989543
141024_45,12ConPTHRep3_UNK-0018_10242014_26.qgd,45,78.73154729360306,PTH,12C,2014-10-24,3,4,3.4482452553868206e-5,9.41078703986619e-6,9.802903166527281e-8,9.802903166527281e-5,5.1399945459460844e-5,0.05139994545946085
141024_45,13CelPTHRep3_UNK-0019_10242014_27.qgd,45,246.37780207763805,PTH,13C,2014-10-24,3,4,1.0790732765338098e-4,2.9449554929442376e-5,3.0676619718169143e-7,3.067661971816914e-4,4.663226821719922e-5,0.04663226821719922
141024_45,13XylPTHRep3_UNK-0020_10242014_28.qgd,45,2375.888463641334,PTH,13X,2014-10-24,3,4,0.0010405798442557938,2.8399010473429537e-4,2.95823025764891e-6,0.00295823025764891,0.0012450175905525012,1.2450175905525012
141024_45,H2OPTHRep3_UNK-0021_10242014_29.qgd,45,6.765992345544014,PTH,H2O,2014-10-24,3,4,2.9633357663480492e-6,8.087395112385009e-7,8.424369908734384e-9,8.424369908734383e-6,2.1877611516507553e-6,0.002187761151650755
141024_45,12ConNTHRep3_UNK-0022_10242014_30.qgd,45,64.99453253143794,NTH,12C,2014-10-24,3,4,2.844368538869209e-5,7.76271541021542e-6,8.086161885641064e-8,8.086161885641064e-5,1.7634049656054895e-4,0.17634049656054895
141024_45,13CelNTHRep3_UNK-0023_10242014_31.qgd,45,718.0836522689995,NTH,13C,2014-10-24,3,4,3.14256364226065e-4,8.576535311791108e-5,8.933890949782404e-7,8.933890949782404e-4,1.1658922881283889e-4,0.1165892288128389
141024_45,13XylNTHRep3_UNK-0024_10242014_32.qgd,45,1326.954620010935,NTH,13X,2014-10-24,3,4,5.807177660429503e-4,1.5848673228679563e-4,1.6509034613207878e-6,0.0016509034613207878,0.0012596473783674355,1.2596473783674356
141024_45,H2ONTHRep3_UNK-0025_10242014_33.qgd,45,10.319846910880262,NTH,H2O,2014-10-24,3,4,4.516294946048902e-6,1.2325657486251617e-6,1.2839226548178767e-8,1.2839226548178766e-5,3.720785911325624e-6,0.003720785911325624
141024_45,12ConPTHRep4_UNK-0026_10242014_34.qgd,45,77.9797703663204,PTH,12C,2014-10-24,4,4,3.4153193024273977e-5,9.320927094173023e-6,9.709299056430232e-8,9.709299056430232e-5,4.913383746729789e-5,0.04913383746729789
141024_45,13CelPTHRep4_UNK-0027_10242014_35.qgd,45,461.38600328048113,PTH,13C,2014-10-24,4,4,2.020755531173301e-4,5.514949939768806e-5,5.744739520592506e-7,5.744739520592506e-4,7.881687998868466e-5,0.07881687998868467
141024_45,13XylPTHRep4_UNK-0028_10242014_36.qgd,45,1973.4827774740295,PTH,13X,2014-10-24,4,4,8.643361978693562e-4,2.3589052653053482e-4,2.457192984693071e-6,0.002457192984693071,0.0012122100668733387,1.2122100668733387
141024_45,H2OPTHRep4_UNK-0029_10242014_37.qgd,45,31.36960087479497,PTH,H2O,2014-10-24,4,4,1.3739102189431864e-5,3.7496104611966855e-6,3.905844230413214e-8,3.905844230413214e-5,7.042764196368219e-6,0.0070427641963682185
141024_45,12ConNTHRep4_UNK-0030_10242014_38.qgd,45,57.20338983050848,NTH,12C,2014-10-24,4,4,2.500511166506154e-5,6.824276214702435e-6,7.108621056981702e-8,7.108621056981703e-5,4.9947166224209176e-5,0.04994716622420917
141024_45,13CelNTHRep4_UNK-0031_10242014_39.qgd,45,415.66429743028976,NTH,13C,2014-10-24,4,4,1.81697836495704e-4,4.95881098420791e-5,5.165428108549906e-7,5.165428108549906e-4,7.317223556905453e-5,0.07317223556905453
141024_45,13XylNTHRep4_UNK-0032_10242014_40.qgd,45,2008.4062329141607,NTH,13X,2014-10-24,4,4,8.779273793323337e-4,2.395997671702036e-4,2.495830908022954e-6,0.002495830908022954,0.0013888469951730742,1.3888469951730742
141024_45,H2ONTHRep4_UNK-0033_10242014_41.qgd,45,16.949152542372882,NTH,H2O,2014-10-24,4,4,7.408921974833048e-6,2.0220077673192397e-6,2.1062580909575415e-8,2.1062580909575416e-5,4.664282184015576e-6,0.004664282184015576
141024,12ConPTHRep1_UNK-0002_10242014_10.qgd,TIC,2049.0856592877767,PTH,12C,2014-10-24,1,4,8.984473400839233e-4,2.451999773176097e-4,2.5541664303917676e-6,0.0025541664303917674,0.002763166337576136,2.763166337576136
141024,13CelPTHRep1_UNK-0003_10242014_11.qgd,TIC,6380.012832852101,PTH,13C,2014-10-24,1,4,0.002797396747859549,7.634522230979561e-4,7.952627323937042e-6,0.007952627323937042,0.0014173038514796138,1.4173038514796137
141024,13XylPTHRep1_UNK-0004_10242014_12.qgd,TIC,8412.576195059351,PTH,13X,2014-10-24,1,4,0.003688599679298675,0.0010066750908442714,1.048619886296116e-5,0.010486198862961161,0.00503519517307602,5.03519517307602
141024,H2OPTHRep1_UNK-0005_10242014_13.qgd,TIC,948.3477702919474,PTH,H2O,2014-10-24,1,4,4.158149893984778e-4,1.1348225034458344e-4,1.182106774422744e-6,0.001182106774422744,3.3057158143007584e-4,0.33057158143007587
141024,12ConNTHRep1_UNK-0006_10242014_14.qgd,TIC,7290.984921398781,NTH,12C,2014-10-24,1,4,0.0031924795240354403,8.712763363596835e-4,9.07579517041337e-6,0.00907579517041337,0.005166244406134523,5.166244406134523
141024,13CelNTHRep1_UNK-0007_10242014_15.qgd,TIC,6691.770933589991,NTH,13C,2014-10-24,1,4,0.0029301036712229265,7.996699658045572e-4,8.329895477130804e-6,0.008329895477130804,0.001448302761416786,1.448302761416786
141024,13XylNTHRep1_UNK-0008_10242014_16.qgd,TIC,7543.872313121591,NTH,13X,2014-10-24,1,4,0.0033032104923017844,9.014965058631386e-4,9.390588602741027e-6,0.009390588602741027,0.005588830976752261,5.588830976752261
141024,H2ONTHRep1_UNK-0009_10242014_17.qgd,TIC,740.5357715752326,NTH,H2O,2014-10-24,1,4,3.242559562331605e-4,8.849439423577575e-5,9.218166066226641e-7,9.218166066226641e-4,3.1049485616859145e-4,0.31049485616859146
141024,12ConPTHRep2_UNK-0010_10242014_18.qgd,TIC,6785.370548604427,PTH,12C,2014-10-24,2,4,0.0029768461846574738,8.124267103822067e-4,8.462778233147987e-6,0.008462778233147986,0.004207055838702901,4.2070558387029005
141024,13CelPTHRep2_UNK-0011_10242014_19.qgd,TIC,6157.362848893166,PTH,13C,2014-10-24,2,4,0.0027013295696944944,7.372340254851302e-4,7.67952109880344e-6,0.007679521098803439,0.0014469449645443443,1.4469449645443442
141024,13XylPTHRep2_UNK-0012_10242014_20.qgd,TIC,7658.806544754571,PTH,13X,2014-10-24,2,4,0.0033600359594910425,9.170050422505547e-4,9.552135856776612e-6,0.009552135856776611,0.004530220093296827,4.530220093296826
141024,H2OPTHRep2_UNK-0013_10242014_21.qgd,TIC,706.1276868784088,PTH,H2O,2014-10-24,2,4,3.0978905212440195e-4,8.454615553433746e-5,8.806891201493485e-7,8.806891201493485e-4,3.546951578989074e-4,0.35469515789890743
141024,12ConNTHRep2_UNK-0014_10242014_22.qgd,TIC,6164.98235482836,NTH,12C,2014-10-24,2,4,0.0026965462672310383,7.35928589314065e-4,7.665922805354843e-6,0.007665922805354842,0.004118081190164922,4.118081190164922
141024,13CelNTHRep2_UNK-0015_10242014_23.qgd,TIC,6344.401668270773,NTH,13C,2014-10-24,2,4,0.0027750237797503365,7.573462989907133e-4,7.88902394781993e-6,0.00788902394781993,0.001457158325236166,1.457158325236166
141024,13XylNTHRep2_UNK-0016_10242014_24.qgd,TIC,7899.101700352903,NTH,13X,2014-10-24,2,4,0.003455045282957341,9.429345351874716e-4,9.822234741536163e-6,0.009822234741536163,0.005711586474867386,5.711586474867386
141024,H2ONTHRep2_UNK-0017_10242014_25.qgd,TIC,586.6217516843118,NTH,H2O,2014-10-24,2,4,2.565867351659118e-4,7.00264320853844e-5,7.294420008894208e-7,7.294420008894208e-4,3.058227604786484e-4,0.30582276047864837
141024,12ConPTHRep3_UNK-0018_10242014_26.qgd,TIC,7617.260186076355,PTH,12C,2014-10-24,3,4,0.0033361698326255106,9.104916123532155e-4,9.484287628679328e-6,0.009484287628679328,0.004860412448769779,4.860412448769779
141024,13CelPTHRep3_UNK-0019_10242014_27.qgd,TIC,6354.748155277511,PTH,13C,2014-10-24,3,4,0.0027832210757776175,7.59583466056918e-4,7.912327771426228e-6,0.007912327771426229,0.001448755488736828,1.4487554887368281
141024,13XylPTHRep3_UNK-0020_10242014_28.qgd,TIC,8990.455566249599,PTH,13X,2014-10-24,3,4,0.003937595133813033,0.0010746297466991215,1.1194059861449182e-5,0.011194059861449182,0.005170774593214863,5.170774593214863
141024,H2OPTHRep3_UNK-0021_10242014_29.qgd,TIC,572.9066410009625,PTH,H2O,2014-10-24,3,4,2.509188088535992e-4,6.847956857851807e-5,7.133288393595632e-7,7.133288393595631e-4,1.9514683008317095e-4,0.19514683008317094
141024,12ConNTHRep3_UNK-0022_10242014_30.qgd,TIC,6579.002245749118,NTH,12C,2014-10-24,3,4,0.0028791817213097283,7.857725892899602e-4,8.185131138437085e-6,0.008185131138437085,0.005147723662183286,5.147723662183286
141024,13CelNTHRep3_UNK-0023_10242014_31.qgd,TIC,5535.370548604427,NTH,13C,2014-10-24,3,4,0.002422455124485729,6.611249375187024e-4,6.8867180991531505e-6,0.00688671809915315,0.0011675385907914206,1.1675385907914206
141024,13XylNTHRep3_UNK-0024_10242014_32.qgd,TIC,6904.234841193455,NTH,13X,2014-10-24,3,4,0.0030215139031512066,8.246172117870745e-4,8.589762622782026e-6,0.008589762622782026,0.005236742099695145,5.236742099695145
