filename,sample,co2,ppm,Land_Management,Treatment,date,Rep,sample_day,mass_CO2,mass_C,C_rate,C_rate_mg,cum_C,mg_cum_C
141027,H2ONTHRep4_UNK-0033_10272014_41.qgd,TIC,1246.2678609511624,NTH,H2O,2014-10-27,4,7,5.447765791502255e-4,1.4867783440521148e-4,8.849871095548302e-7,8.849871095548302e-4,8.223863687834804e-4,0.8223863687834804
141028_44,12ConPTHRep1_UNK-0002_10282014_18.qgd,44,2892.818161973368,PTH,12C,2014-10-28,1,8,0.0012683924516239185,3.461636386379206e-4,1.8029356179058366e-6,0.0018029356179058366,0.004333465784486308,4.333465784486308
141028_44,13CelPTHRep1_UNK-0003_10282014_19.qgd,44,2700.4293094666373,PTH,13C,2014-10-28,1,8,0.0011840371431901314,3.231417888401879e-4,1.683030150209312e-6,0.0016830301502093119,0.0031537730889122915,3.1537730889122915
141028_44,13XylPTHRep1_UNK-0004_10282014_20.qgd,44,5089.791166411991,PTH,13X,2014-10-28,1,8,0.0022316828553838788,6.090602766647527e-4,3.1721889409622536e-6,0.0031721889409622537,0.006081210944567009,6.081210944567009
141028_44,H2OPTHRep1_UNK-0005_10282014_21.qgd,44,694.8264571054355,PTH,H2O,2014-10-28,1,8,3.04655385867713e-4,8.314509974226541e-5,4.3304739449096565e-7,4.3304739449096565e-4,7.304579771850873e-4,0.7304579771850873
141028_44,12ConNTHRep1_UNK-0006_10282014_22.qgd,44,5106.672487811977,NTH,12C,2014-10-28,1,8,0.002236041841952832,6.102499105588608e-4,3.1783849508274e-6,0.0031783849508274,0.007824515298013816,7.824515298013815
141028_44,13CelNTHRep1_UNK-0007_10282014_23.qgd,44,3024.5215746198064,NTH,13C,2014-10-28,1,8,0.0013243372879071461,3.6143183742451103e-4,1.8824574865859949e-6,0.001882457486585995,0.0032744318134887923,3.274431813488792
141028_44,13XylNTHRep1_UNK-0008_10282014_24.qgd,44,4141.23553809212,NTH,13X,2014-10-28,1,8,0.0018133091485026084,4.948797133075399e-4,2.5774985068101038e-6,0.0025774985068101035,0.00590991357284762,5.90991357284762
141028_44,H2ONTHRep1_UNK-0009_10282014_25.qgd,44,1188.0229935239759,NTH,H2O,2014-10-28,1,8,5.201957104282339e-4,1.419693405579077e-4,7.394236487391026e-7,7.394236487391026e-4,0.001333666623751914,1.333666623751914
141028_44,12ConPTHRep2_UNK-0010_10282014_26.qgd,44,4228.916539329113,PTH,12C,2014-10-28,2,8,0.0018552905806928925,5.063370862236385e-4,2.6371723240814506e-6,0.0026371723240814506,0.0065793007512501165,6.579300751250116
141028_44,13CelPTHRep2_UNK-0011_10282014_27.qgd,44,2498.653860146984,PTH,13C,2014-10-28,2,8,0.0010961977915691047,2.9916909053707145e-4,1.558172346547247e-6,0.001558172346547247,0.003086962464860994,3.086962464860994
141028_44,13XylPTHRep2_UNK-0012_10282014_28.qgd,44,3711.9260714545585,PTH,13X,2014-10-28,2,8,0.0016284789289529324,4.4443672837204425e-4,2.3147746269377306e-6,0.002314774626937731,0.0051514477965347175,5.151447796534717
141028_44,H2OPTHRep2_UNK-0013_10282014_29.qgd,44,599.5779669650003,PTH,H2O,2014-10-28,2,8,2.630440549383914e-4,7.178873310304519e-5,3.7389965157836033e-7,3.7389965157836035e-4,6.669956273073089e-4,0.666995627307309
141028_44,12ConNTHRep2_UNK-0014_10282014_30.qgd,44,4967.401586262097,NTH,12C,2014-10-28,2,8,0.0021727277442703274,5.929705279807067e-4,3.088388166566181e-6,0.003088388166566181,0.006634007684591802,6.6340076845918015
141028_44,13CelNTHRep2_UNK-0015_10282014_31.qgd,44,2466.2009750418392,NTH,13C,2014-10-28,2,8,0.0010787095000007938,2.943962691322321e-4,1.5333139017303757e-6,0.0015333139017303756,0.0029033935461022778,2.903393546102278
141028_44,13XylNTHRep2_UNK-0016_10282014_32.qgd,44,5426.47165829877,NTH,13X,2014-10-28,2,8,0.0023735237267889894,6.477708130530006e-4,3.373806317984378e-6,0.003373806317984378,0.006668822626864161,6.668822626864161
141028_44,H2ONTHRep2_UNK-0017_10282014_33.qgd,44,517.208760823692,NTH,H2O,2014-10-28,2,8,2.262256845367965e-4,6.174043846788146e-5,3.215647836868826e-7,3.2156478368688257e-4,5.74824559095971e-4,0.574824559095971
141028_44,12ConPTHRep3_UNK-0018_10282014_34.qgd,44,3361.784181037619,PTH,12C,2014-10-28,3,8,0.0014723775602514175,4.0183428484843846e-4,2.0928869002522835e-6,0.0020928869002522837,0.007123531333663321,7.123531333663321
141028_44,13CelPTHRep3_UNK-0019_10282014_35.qgd,44,2566.9795532270973,PTH,13C,2014-10-28,3,8,0.0011242729718090414,3.0683123527376497e-4,1.5980793503841926e-6,0.0015980793503841927,0.003146229127312122,3.146229127312122
141028_44,13XylPTHRep3_UNK-0020_10282014_36.qgd,44,3369.2789056246816,PTH,13X,2014-10-28,3,8,0.0014756600625501965,4.0273012977256104e-4,2.0975527592320886e-6,0.0020975527592320886,0.005612374422797642,5.612374422797642
141028_44,H2OPTHRep3_UNK-0021_10282014_37.qgd,44,698.1736156588809,PTH,H2O,2014-10-28,3,8,3.0578261705617525e-4,8.345273831996638e-5,4.346496787498249e-7,4.346496787498249e-4,5.018476000529787e-4,0.5018476000529787
141028_44,12ConNTHRep3_UNK-0022_10282014_38.qgd,44,6919.595430400931,NTH,12C,2014-10-28,3,8,0.003028236188084805,8.264518258370051e-4,4.304436592901068e-6,0.0043044365929010685,0.008064503146835348,8.064503146835348
141028_44,13CelNTHRep3_UNK-0023_10282014_39.qgd,44,2758.859055519173,NTH,13C,2014-10-28,3,8,0.001207364926718636,3.2950829663298196e-4,1.7161890449634477e-6,0.0017161890449634478,0.002645995936550508,2.645995936550508
141028_44,13XylNTHRep3_UNK-0024_10282014_40.qgd,44,5690.678891071818,NTH,13X,2014-10-28,3,8,0.002490423020542908,6.796744126276044e-4,3.5399708991021064e-6,0.0035399708991021065,0.00650874396273087,6.50874396273087
141028_44,H2ONTHRep3_UNK-0025_10282014_41.qgd,44,1185.5490067670814,NTH,H2O,2014-10-28,3,8,5.188341487808713e-4,1.415977496252453e-4,7.374882792981526e-7,7.374882792981527e-4,9.548357970013034e-4,0.9548357970013034
141028_44,12ConPTHRep4_UNK-0026_10282014_42.qgd,44,5836.644109728589,PTH,12C,2014-10-28,4,8,0.0025563044358443967,6.976544553266768e-4,3.6336169548264417e-6,0.0036336169548264415,0.007734670160586928,7.734670160586928
141028_44,13CelPTHRep4_UNK-0027_10282014_43.qgd,44,2686.0219748235463,PTH,13C,2014-10-28,4,8,0.0011764105811372229,3.2106038377730477e-4,1.672189498840129e-6,0.001672189498840129,0.0030206657811479975,3.0206657811479976
141028_44,13XylPTHRep4_UNK-0028_10282014_44.qgd,44,4343.156516044532,PTH,13X,2014-10-28,4,8,0.0019021941476653453,5.191377847672907e-4,2.7038426289963055e-6,0.0027038426289963053,0.005407199235559339,5.4071992355593395
141028_44,H2OPTHRep4_UNK-0029_10282014_45.qgd,44,712.1443644036964,PTH,H2O,2014-10-28,4,8,3.1190145629273445e-4,8.512266283871923e-5,4.43347202284996e-7,4.43347202284996e-4,0.0018834137451824884,1.8834137451824884
141028_44,12ConNTHRep4_UNK-0030_10282014_46.qgd,44,4349.268718620388,NTH,12C,2014-10-28,4,8,0.0019011801624465939,5.188610527413324e-4,2.702401316361106e-6,0.0027024013163611063,0.007785115859099883,7.785115859099883
141028_44,13CelNTHRep4_UNK-0031_10282014_47.qgd,44,2508.69533580732,NTH,13C,2014-10-28,4,8,0.0010966169520958177,2.992834858355571e-4,1.5587681553935264e-6,0.0015587681553935265,0.0032751651033749475,3.2751651033749476
141028_44,13XylNTHRep4_UNK-0032_10282014_48.qgd,44,3637.2698828494504,NTH,13X,2014-10-28,4,8,0.0015899466770430612,4.339206893425179e-4,2.260003590325614e-6,0.002260003590325614,0.005997373156153246,5.997373156153246
141028_44,H2ONTHRep4_UNK-0033_10282014_49.qgd,44,745.834242887288,NTH,H2O,2014-10-28,4,8,3.2602383499092524e-4,8.897687530279488e-5,4.6342122553539e-7,4.6342122553539e-4,7.674115629240486e-4,0.7674115629240486
141028_45,12ConPTHRep1_UNK-0002_10282014_18.qgd,45,27.48146808895317,PTH,12C,2014-10-28,1,8,1.2049594800591792e-5,3.2885181356488977e-6,1.7127698623171343e-8,1.7127698623171345e-5,4.566870159385783e-5,0.04566870159385783
141028_45,13CelPTHRep1_UNK-0003_10282014_19.qgd,45,2067.0162116555175,PTH,13C,2014-10-28,1,8,9.063092159445115e-4,2.473456031063287e-4,1.2882583495121286e-6,0.0012882583495121287,8.333895326194684e-4,0.8333895326194685
141028_45,13XylPTHRep1_UNK-0004_10282014_20.qgd,45,613.6322545651781,PTH,13X,2014-10-28,1,8,2.690547681132141e-4,7.342914837100236e-5,3.8244348109897067e-7,3.8244348109897066e-4,0.0017757643325966002,1.7757643325966002
141028_45,H2OPTHRep1_UNK-0005_10282014_21.qgd,45,10.426083288133551,PTH,H2O,2014-10-28,1,8,4.571447150224517e-6,1.2476176260246916e-6,6.4980084688786016e-9,6.498008468878602e-6,1.1741860529969547e-5,0.011741860529969547
141028_45,12ConNTHRep1_UNK-0006_10282014_22.qgd,45,49.11709757126499,NTH,12C,2014-10-28,1,8,2.1506741539966195e-5,5.869517669541784e-6,3.057040452886346e-8,3.0570404528863464e-5,8.089541258349306e-5,0.08089541258349306
141028_45,13CelNTHRep1_UNK-0007_10282014_23.qgd,45,3706.382209365395,NTH,13C,2014-10-28,1,8,0.0016229013554698417,4.4291452352984023e-4,2.3068464767179177e-6,0.0023068464767179177,0.0012908044986077666,1.2908044986077667
141028_45,13XylNTHRep1_UNK-0008_10282014_24.qgd,45,553.3658771771229,NTH,13X,2014-10-28,1,8,2.4230049180364372e-4,6.612749845611372e-5,3.444140544589256e-7,3.444140544589256e-4,0.0017513717905536434,1.7513717905536434
141028_45,H2ONTHRep1_UNK-0009_10282014_25.qgd,45,10.968480684626048,NTH,H2O,2014-10-28,1,8,4.802732466593678e-6,1.3107389151614786e-6,6.826765183132701e-9,6.826765183132701e-6,1.822460089519847e-5,0.01822460089519847
141028_45,12ConPTHRep2_UNK-0010_10282014_26.qgd,45,45.139516663653346,PTH,12C,2014-10-28,2,8,1.9803398649336252e-5,5.404649424612082e-6,2.8149215753187926e-8,2.8149215753187927e-5,7.08450439022949e-5,0.0708450439022949
141028_45,13CelPTHRep2_UNK-0011_10282014_27.qgd,45,1149.4003495449888,PTH,13C,2014-10-28,2,8,5.042595714821643e-4,1.3762012526862701e-4,7.16771485774099e-7,7.167714857740991e-4,4.518265847025038e-4,0.4518265847025038
141028_45,13XylPTHRep2_UNK-0012_10282014_28.qgd,45,678.4186102573374,PTH,13X,2014-10-28,2,8,2.9763265500077203e-4,8.12284894163661e-5,4.2306504904357347e-7,4.230650490435735e-4,0.0016522384701411611,1.6522384701411612
141028_45,H2OPTHRep2_UNK-0013_10282014_29.qgd,45,8.859157476044116,PTH,H2O,2014-10-28,2,8,3.8866483330473035e-6,1.060725588007979e-6,5.524612437541557e-9,5.524612437541557e-6,1.063160944786683e-5,0.01063160944786683
141028_45,12ConNTHRep2_UNK-0014_10282014_30.qgd,45,51.588019044175255,NTH,12C,2014-10-28,2,8,2.2564457151846536e-5,6.158184386521897e-6,3.2073877013134884e-8,3.207387701313488e-5,1.1709307964761504e-4,0.11709307964761503
141028_45,13CelNTHRep2_UNK-0015_10282014_31.qgd,45,3250.6478635569215,NTH,13C,2014-10-28,2,8,0.0014218244040377318,3.8803755775726413e-4,2.0210289466524174e-6,0.0020210289466524173,0.0013129272256017603,1.3129272256017603
141028_45,13XylNTHRep2_UNK-0016_10282014_32.qgd,45,622.4311456638342,NTH,13X,2014-10-28,2,8,2.722496652619988e-4,7.430108451401655e-5,3.869848151771695e-7,3.869848151771695e-4,0.0017805790234972363,1.7805790234972363
141028_45,H2ONTHRep2_UNK-0017_10282014_33.qgd,45,9.702886759476888,NTH,H2O,2014-10-28,2,8,4.244015889541229e-6,1.158256642792086e-6,6.032586681208781e-9,6.032586681208781e-6,9.62644517257143e-6,0.00962644517257143
141028_45,12ConPTHRep3_UNK-0018_10282014_34.qgd,45,35.31609714940035,PTH,12C,2014-10-28,3,8,1.5467569052093847e-5,4.2213354211474475e-6,2.1986121985142954e-8,2.1986121985142954e-5,7.447110271027647e-5,0.07447110271027647
141028_45,13CelPTHRep3_UNK-0019_10282014_35.qgd,45,598.264328331224,PTH,13C,2014-10-28,3,8,2.6202484296951475e-4,7.151057461728791e-5,3.724509094650412e-7,3.7245090946504117e-4,2.5990071347013126e-4,0.2599007134701313
141028_45,13XylPTHRep3_UNK-0020_10282014_36.qgd,45,728.9821008859158,PTH,13X,2014-10-28,3,8,3.192759645974866e-4,8.713527859078419e-5,4.5382957599366767e-7,4.538295759936677e-4,0.0017797680910309178,1.7797680910309177
141028_45,H2OPTHRep3_UNK-0021_10282014_37.qgd,45,10.486349665521605,PTH,H2O,2014-10-28,3,8,4.592759411372575e-6,1.2534340670301295e-6,6.528302432448592e-9,6.528302432448591e-6,1.0107912217380474e-5,0.010107912217380473
141028_45,12ConNTHRep3_UNK-0022_10282014_38.qgd,45,69.84873139275598,NTH,12C,2014-10-28,3,8,3.0568038004947804e-5,8.342483628207864e-6,4.345043556358263e-8,4.345043556358263e-5,2.0997990998224294e-4,0.20997990998224295
141028_45,13CelNTHRep3_UNK-0023_10282014_39.qgd,45,2917.013198336648,NTH,13C,2014-10-28,3,8,0.001276578235992652,3.4839766399699494e-4,1.8145711666510153e-6,0.0018145711666510153,0.0013020443673329714,1.3020443673329714
141028_45,13XylNTHRep3_UNK-0024_10282014_40.qgd,45,529.6209244862291,NTH,13X,2014-10-28,3,8,2.317790491695266e-4,6.325603634572106e-5,3.2945852263396385e-7,3.2945852263396386e-4,0.0016119406295970744,1.6119406295970744
141028_45,H2ONTHRep3_UNK-0025_10282014_41.qgd,45,14.463930573133249,NTH,H2O,2014-10-28,3,8,6.329878447961583e-6,1.727520337161249e-6,8.997501756048172e-9,8.997501756048172e-6,1.2199399701795358e-5,0.012199399701795358
141028_45,12ConPTHRep4_UNK-0026_10282014_42.qgd,45,57.43385765081661,PTH,12C,2014-10-28,4,8,2.5154596086425662e-5,6.865072792412148e-6,3.5755587460479936e-8,3.575558746047994e-5,8.037435242288546e-5,0.08037435242288546
141028_45,13CelPTHRep4_UNK-0027_10282014_43.qgd,45,2720.0626770324834,PTH,13C,2014-10-28,4,8,0.0011913195590395967,3.251292711571142e-4,1.6933816206099698e-6,0.0016933816206099698,0.001028689665093148,1.028689665093148
141028_45,13XylPTHRep4_UNK-0028_10282014_44.qgd,45,635.8705478213705,PTH,13X,2014-10-28,4,8,2.7849542844478185e-4,7.600564851284424e-5,3.958627526710638e-7,3.958627526710638e-4,0.0016867469022666943,1.6867469022666943
141028_45,H2OPTHRep4_UNK-0029_10282014_45.qgd,45,9.341288495148557,PTH,H2O,2014-10-28,4,8,4.091251199785915e-6,1.1165648298256903e-6,5.815441822008803e-9,5.815441822008803e-6,2.336651971341165e-5,0.023366519713411648
141028_45,12ConNTHRep4_UNK-0030_10282014_46.qgd,45,47.61043813656361,NTH,12C,2014-10-28,4,8,2.0811779259143515e-5,5.679851867338621e-6,2.958256180905532e-8,2.9582561809055317e-5,8.092525130667344e-5,0.08092525130667344
141028_45,13CelNTHRep4_UNK-0031_10282014_47.qgd,45,1439.6432230458627,NTH,13C,2014-10-28,4,8,6.293060543574941e-4,1.7174721697086712e-4,8.945167550565996e-7,8.945167550565995e-4,6.182421981178898e-4,0.6182421981178898
141028_45,13XylNTHRep4_UNK-0032_10282014_48.qgd,45,567.9503405050323,NTH,13X,2014-10-28,4,8,2.482660857445171e-4,6.775559999721416e-5,3.528937499854904e-7,3.528937499854904e-4,0.0018383071825074618,1.8383071825074617
141028_45,H2ONTHRep4_UNK-0033_10282014_49.qgd,45,11.089013439402157,NTH,H2O,2014-10-28,4,8,4.8473004856739326e-6,1.3229022070763373e-6,6.890115661855923e-9,6.890115661855923e-6,1.277180796259288e-5,0.01277180796259288
141028,12ConPTHRep1_UNK-0002_10282014_18.qgd,TIC,2872.8719723183394,PTH,12C,2014-10-28,1,8,0.0012596467942819999,3.4377681540834134e-4,1.7905042469184444e-6,0.0017905042469184443,0.004450043641666259,4.450043641666259
141028,13CelPTHRep1_UNK-0003_10282014_19.qgd,TIC,5131.833910034602,PTH,13C,2014-10-28,1,8,0.0022501170243051987,6.140912424205803e-4,3.1983918876071893e-6,0.0031983918876071892,0.004238232984425175,4.238232984425175
141028,13XylPTHRep1_UNK-0004_10282014_20.qgd,TIC,5739.515570934256,PTH,13X,2014-10-28,1,8,0.0025165626798971876,6.868083242046154e-4,3.577126688565705e-6,0.0035771266885657052,0.008302906227431808,8.302906227431809
141028,H2OPTHRep1_UNK-0005_10282014_21.qgd,TIC,725.5363321799308,PTH,H2O,2014-10-28,1,8,3.181205162540044e-4,8.681993912126442e-5,4.5218718292325217e-7,4.521871829232522e-4,8.893206830070347e-4,0.8893206830070347
141028,12ConNTHRep1_UNK-0006_10282014_22.qgd,TIC,5026.159169550173,NTH,12C,2014-10-28,1,8,0.0022007877407944874,6.006285288498657e-4,3.128273587759717e-6,0.003128273587759717,0.00787821017158156,7.87821017158156
141028,13CelNTHRep1_UNK-0007_10282014_23.qgd,TIC,7258.200692041522,NTH,13C,2014-10-28,1,8,0.0031781244016394045,8.67358604591931e-4,4.517492732249641e-6,0.004517492732249641,0.004873379879473922,4.873379879473922
141028,13XylNTHRep1_UNK-0008_10282014_24.qgd,TIC,4609.480968858132,NTH,13X,2014-10-28,1,8,0.002018338231138107,5.50835275941827e-4,2.868933728863682e-6,0.002868933728863682,0.008119819924375557,8.119819924375557
141028,H2ONTHRep1_UNK-0009_10282014_25.qgd,TIC,1181.6608996539792,NTH,H2O,2014-10-28,1,8,5.174099613656699e-4,1.4120906716571374e-4,7.354638914880924e-7,7.354638914880924e-4,0.0014821909664759307,1.4821909664759307
141028,12ConPTHRep2_UNK-0010_10282014_26.qgd,TIC,4094.6020761245677,PTH,12C,2014-10-28,2,8,0.001796364764560861,4.902553325866962e-4,2.5534131905557097e-6,0.0025534131905557097,0.006702070138442382,6.702070138442382
141028,13CelPTHRep2_UNK-0011_10282014_27.qgd,TIC,3719.4463667820073,PTH,13C,2014-10-28,2,8,0.0016317781979158655,4.453371491744481e-4,2.3194643186169173e-6,0.0023194643186169174,0.0036815515237581297,3.6815515237581296
141028,13XylPTHRep2_UNK-0012_10282014_28.qgd,TIC,4366.574394463668,PTH,13X,2014-10-28,2,8,0.00191568319417068,5.228191512198146e-4,2.723016412603201e-6,0.0027230164126032007,0.007237583140756498,7.237583140756498
141028,H2OPTHRep2_UNK-0013_10282014_29.qgd,TIC,581.2456747404844,PTH,H2O,2014-10-28,2,8,2.550013970210872e-4,6.959376913474844e-5,3.624675475768148e-7,3.6246754757681483e-4,8.206943990727814e-4,0.8206943990727814
141028,12ConNTHRep2_UNK-0014_10282014_30.qgd,TIC,4871.695501730104,NTH,12C,2014-10-28,2,8,0.0021308661670358165,5.815458653094114e-4,3.0288847151531843e-6,0.0030288847151531844,0.006793094157049806,6.793094157049806
141028,13CelNTHRep2_UNK-0015_10282014_31.qgd,TIC,6217.64705882353,NTH,13C,2014-10-28,2,8,0.0027195816634089003,7.42215300140975e-4,3.865704688234245e-6,0.0038657046882342445,0.004559651041006318,4.559651041006318
141028,13XylNTHRep2_UNK-0016_10282014_32.qgd,TIC,6008.3737024221455,NTH,13X,2014-10-28,2,8,0.002628046074893696,7.172338424346327e-4,3.7355929293470454e-6,0.0037355929293470453,0.008840222082826235,8.840222082826235
141028,H2ONTHRep2_UNK-0017_10282014_33.qgd,TIC,554.6712802768167,NTH,H2O,2014-10-28,2,8,2.4261168715256648e-4,6.621242841148547e-5,3.4485639797648683e-7,3.4485639797648683e-4,7.180444826088623e-4,0.7180444826088623
141028,12ConPTHRep3_UNK-0018_10282014_34.qgd,TIC,3287.8200692041523,PTH,12C,2014-10-28,3,8,0.0014399831254326098,3.9299334968350547e-4,2.046840362934924e-6,0.002046840362934924,0.007173182153713262,7.173182153713262
141028,13CelPTHRep3_UNK-0019_10282014_35.qgd,TIC,3198.339100346021,PTH,13C,2014-10-28,3,8,0.00140079269454195,3.8229768357517295e-4,1.9911337686206926e-6,0.0019911337686206927,0.003510228128782987,3.510228128782987
141028,13XylPTHRep3_UNK-0020_10282014_36.qgd,TIC,4155.501730103806,PTH,13X,2014-10-28,3,8,0.0018200060353375555,4.967073958291156e-4,2.5870176866099768e-6,0.002587017686609977,0.007846942499729928,7.846942499729929
141028,H2OPTHRep3_UNK-0021_10282014_37.qgd,TIC,679.8615916955017,PTH,H2O,2014-10-28,3,8,2.977624076332896e-4,8.126390088805822e-5,4.232494837919699e-7,4.2324948379196986e-4,6.586520599217205e-4,0.6586520599217205
141028,12ConNTHRep3_UNK-0022_10282014_38.qgd,TIC,6710.7958477508655,NTH,12C,2014-10-28,3,8,0.0029368588151447673,8.01513547573365e-4,4.174549726944609e-6,0.004174549726944609,0.008336465166932854,8.336465166932854
141028,13CelNTHRep3_UNK-0023_10282014_39.qgd,TIC,6076.955017301038,NTH,13C,2014-10-28,3,8,0.0026594698030905353,7.25809856962518e-4,3.780259671679781e-6,0.003780259671679781,0.004265029288038907,4.265029288038907
141028,13XylNTHRep3_UNK-0024_10282014_40.qgd,TIC,6183.114186851211,NTH,13X,2014-10-28,3,8,0.0027059284497213012,7.384891299614303e-4,3.84629755188245e-6,0.00384629755188245,0.008473618668332785,8.473618668332785
141028,H2ONTHRep3_UNK-0025_10282014_41.qgd,TIC,1182.560553633218,NTH,H2O,2014-10-28,3,8,5.17526306145072e-4,1.412408194298673e-4,7.356292678638922e-7,7.356292678638921e-4,0.0010951479854871993,1.0951479854871993
141028,12ConPTHRep4_UNK-0026_10282014_42.qgd,TIC,5788.3737024221455,PTH,12C,2014-10-28,4,8,0.002535163202286605,6.918846903582009e-4,3.6035660956156295e-6,0.0036035660956156295,0.00782086415345109,7.82086415345109
141028,13CelPTHRep4_UNK-0027_10282014_43.qgd,TIC,5788.3737024221455,PTH,13C,2014-10-28,4,8,0.002535163202286605,6.918846903582009e-4,3.6035660956156295e-6,0.0036035660956156295,0.004330879297299218,4.3308792972992185
141028,13XylPTHRep4_UNK-0028_10282014_44.qgd,TIC,4957.231833910035,PTH,13X,2014-10-28,4,8,0.0021711438094042957,5.925382480062486e-4,3.0861367083658777e-6,0.003086136708365878,0.007525552592637099,7.525552592637099
141028,H2OPTHRep4_UNK-0029_10282014_45.qgd,TIC,670.4498269896194,PTH,H2O,2014-10-28,4,8,2.936402896123076e-4,8.013891203211603e-5,4.173901668339377e-7,4.173901668339377e-4,0.002004777909599114,2.004777909599114
141028,12ConNTHRep4_UNK-0030_10282014_46.qgd,TIC,4241.730103806229,NTH,12C,2014-10-28,4,8,0.0018541721952666493,5.060318617893144e-4,2.6355826134860124e-6,0.0026355826134860125,0.007901737235544964,7.901737235544965
141028,13CelNTHRep4_UNK-0031_10282014_47.qgd,TIC,4116.262975778547,NTH,13C,2014-10-28,4,8,0.001799327201710804,4.91063826851817e-4,2.5576240981865466e-6,0.0025576240981865467,0.00407371550141804,4.07371550141804
141028,13XylNTHRep4_UNK-0032_10282014_48.qgd,TIC,4253.771626297578,NTH,13X,2014-10-28,4,8,0.001859435862601849,5.074683968577779e-4,2.6430645669675934e-6,0.0026430645669675936,0.00823937619013765,8.23937619013765
141028,H2ONTHRep4_UNK-0033_10282014_49.qgd,TIC,763.7370242214533,NTH,H2O,2014-10-28,4,8,3.338496132831276e-4,9.11126495147386e-5,4.7454504955593023e-7,4.7454504955593026e-4,9.13499018298219e-4,0.913499018298219
141030_44,12ConPTHRep1_UNK-0002_10302014_9.qgd,44,4087.180382232307,PTH,12C,2014-10-30,1,10,0.0017920755661020862,4.890847449318828e-4,2.037853103882845e-6,0.002037853103882845,0.004822550529418192,4.822550529418192
141030_44,13CelPTHRep1_UNK-0003_10302014_10.qgd,44,2991.2732350117813,PTH,13C,2014-10-30,1,10,0.0013115613148133062,3.579450795778828e-4,1.4914378315745117e-6,0.0014914378315745117,0.0035117181684901745,3.5117181684901744
141030_44,13XylPTHRep1_UNK-0004_10302014_11.qgd,44,7415.04494283969,PTH,13X,2014-10-30,1,10,0.0032512195745943878,8.8730739173945e-4,3.697114132247708e-6,0.003697114132247708,0.006968518336306458,6.968518336306459
141030_44,H2OPTHRep1_UNK-0005_10302014_12.qgd,44,839.6893271664194,PTH,H2O,2014-10-30,1,10,3.6817233045872256e-4,1.00479842334463e-4,4.186660097269292e-7,4.1866600972692916e-4,8.309378195195503e-4,0.8309378195195504
141030_44,12ConNTHRep1_UNK-0006_10302014_13.qgd,44,8873.723710620474,NTH,12C,2014-10-30,1,10,0.0038855081382706625,0.0010604144114694143,4.418393381122559e-6,0.004418393381122559,0.00888492970948323,8.884929709483231
141030_44,13CelNTHRep1_UNK-0007_10302014_14.qgd,44,3301.9460685923727,NTH,13C,2014-10-30,1,10,0.0014458122362195334,3.945842028909979e-4,1.644100845379158e-6,0.001644100845379158,0.0036690160163797905,3.6690160163797905
141030_44,13XylNTHRep1_UNK-0008_10302014_15.qgd,44,7058.032987171656,NTH,13X,2014-10-30,1,10,0.003090477628801528,8.434384639748956e-4,3.5143269332287317e-6,0.0035143269332287316,0.006753352036822516,6.753352036822516
141030_44,H2ONTHRep1_UNK-0009_10302014_16.qgd,44,1424.557116676848,NTH,H2O,2014-10-30,1,10,6.2376612691407e-4,1.7023528630685968e-4,7.093136929452487e-7,7.093136929452486e-4,0.0015039019100587738,1.5039019100587738
141030_44,12ConPTHRep2_UNK-0010_10302014_17.qgd,44,5054.018675277075,PTH,12C,2014-10-30,2,10,0.002217275549347935,6.051283031860496e-4,2.5213679299418737e-6,0.0025213679299418736,0.0071844290544361665,7.184429054436166
141030_44,13CelPTHRep2_UNK-0011_10302014_18.qgd,44,2703.464525700323,PTH,13C,2014-10-30,2,10,0.0011860513734718665,3.236915029941056e-4,1.3487145958087733e-6,0.0013487145958087734,0.003410653967855099,3.410653967855099
141030_44,13XylPTHRep2_UNK-0012_10302014_19.qgd,44,5677.982371934724,PTH,13X,2014-10-30,2,10,0.002491017998113997,6.798367910781009e-4,2.832653296158754e-6,0.002832653296158754,0.005831284587612818,5.831284587612818
141030_44,H2OPTHRep2_UNK-0013_10302014_20.qgd,44,689.5017017191727,PTH,H2O,2014-10-30,2,10,3.024949773007914e-4,8.255549130560794e-5,3.4398121377336643e-7,3.4398121377336645e-4,7.495511186129169e-4,0.7495511186129169
141030_44,12ConNTHRep2_UNK-0014_10302014_21.qgd,44,5772.755039706781,NTH,12C,2014-10-30,2,10,0.0025249871221073215,6.891074829273129e-4,2.871281178863804e-6,0.002871281178863804,0.007323115167519115,7.323115167519115
141030_44,13CelNTHRep2_UNK-0015_10302014_22.qgd,44,2484.0736538965007,NTH,13C,2014-10-30,2,10,0.001086526960404912,2.9652977326569867e-4,1.2355407219404112e-6,0.0012355407219404111,0.0031999233193679764,3.1999233193679766
141030_44,13XylNTHRep2_UNK-0016_10302014_23.qgd,44,8469.587224016057,NTH,13X,2014-10-30,2,10,0.003704574076521269,0.0010110347474005215,4.212644780835506e-6,0.004212644780835506,0.007679857374264683,7.6798573742646825
141030_44,H2ONTHRep2_UNK-0017_10302014_24.qgd,44,769.9624749105507,NTH,H2O,2014-10-30,2,10,3.367794615019335e-4,9.191224976368377e-5,3.8296770734868237e-7,3.8296770734868235e-4,6.667368088596547e-4,0.6667368088596547
